,id,query,product_title,product_description,median_relevance
1952,1952,candle chandelier,BRAND NEW! Candle Holder CRYSTAL BLOOMS DOUBLE CHANDELIER Non Electric Romantic,"<ul>
		<li>
			English 
				</li>
    	<li>
    		    
    	</li>
    	<li>
    			 
    			 
    		</li>
    	</ul>

    
			This translation tool is for your convenience only. The accuracy and accessibility of the resulting translation is not guaranteed.
	
	



		
		
							<ul>
								<li>
										EnglishEnglish
											</li>
								<li>
							العربيةArabic
								</li>
					<li>
							中文（简体）Chinese (Simplified)
								</li>
					<li>
							中文（繁体）Chinese (Traditional)
								</li>
					<li>
							ČeskyCzech
								</li>
					<li>
							NederlandsDutch
								</li>
					<li>
							SuomiFinnish
								</li>
					<li>
							ΕλληνικάGreek
								</li>
					<li>
							עבריתHebrew
								</li>
					<li>
							MagyarHungarian
								</li>
					</ul>
						
					
							<ul>
								<li>
							Bahasa IndonesiaIndonesian
								</li>
					<li>
							日本語Japanese
								</li>
					<li>
							한국어Korean
								</li>
					<li>
							NorskNorwegian
								</li>
					<li>
							PortuguêsPortuguese
								</li>
					<li>
							RomânăRomanian
								</li>
					<li>
							РусскийRussian
								</li>
					<li>
							SlovenčinaSlovak
								</li>
					<li>
							
								</li>
					</ul>
						
					
							<ul>
								<li>
							FrançaisFrench
								</li>
					<li>
							ItalianoItalian
								</li>
					<li>
							EspañolSpanish
								</li>
					<li>
							SvenskaSwedish
								</li>
					<li>
							ภาษาไทยThai
								</li>
					<li>
							TürkçeTurkish
								</li>
					<li>
							Украї́нськаUkrainian
								</li>
					<li>
							Tiếng ViệtVietnamese
								</li>
					</ul>
						
					
		
			<ul>
				<li></li>
				<li>Note: The accuracy and accessibility of the resulting translation is not guaranteed.</li>
			</ul>
		
	

	

				
			
		
	eBay item number:251766111182


	Seller assumes all responsibility for this listing.
	
		Last updated on
		&nbsp;Apr 27, 2015 10:54:33 PDT&nbsp;
		View all revisions
		
	

		
			
					<strong>Item specifics</strong>
					<table>
						
						<tr>
									<td>
									 			Condition:</td>
											 
											<td>
												
																	
															
															
															
																New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is 
																
																			applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.
																					See all condition definitions<strong>- opens in a new window or tab</strong>
																			
																		
																		
																		
																			... Read more<strong>about the condition</strong>	
																		
																	
															
														
													</td>
										<td>&nbsp;</td>
									</tr>
							
							</table>
						
					
			
	
				
						<strong>Treasure Gifts For You</strong>
						
							Visit my eBay store &nbsp;",3
1953,1953,zippo,"Zippo Slim Windproof Brushed Chrome Lighter, # 1600,  New In Box",,4
1954,1954,skeleton poster,Grateful Dead - Skeleton Poster Print (24 x 36),"Grateful Dead - Skeleton is a licensed reproduction that was printed on Premium Heavy Stock Paper which captures all of the vivid colors and details of the original. The overall paper size is 24 x 36 inches and the image size is 24 x 36 inches. This print is ready for hanging or framing and would make a great addition to your home or office.

Grateful Dead - Skeleton is a licensed reproduction that was printed on Premium Heavy Stock Paper which captures all of the vivid colors and details of the original. The overall paper size is 24 x 36 inches and the image size is 24 x 36 inches. This print is ready for hanging or framing.",4
1955,1955,portable hard drive,Western Digital My Passport Slim 1TB External Hard Drive - Silver (WDBGMT0010BAL-NESN),"USB 2.0, portable storage, 2 TB portable hard drive, 
WD SmartWare, WD SmartWare backup software, automatic 
backup software, backup software, automatic backup, WD 
Security, WD Drive Utilities, password protection, 
hardware encryption, encryption.",4
1956,1956,acoustic guitar clamp,Change Tune Clamp Key Trigger Capo For Acoustic Electric Classical Guitar Silver,,4
1957,1957,rechargable batteries,"Medline MedCell Alkaline Batteries, AA (Case of 144)","Medcell Advantage Alkaline Batteries are designed to provide superior performance in medical, high-tech devices such as pagers, blood glucose moitors, pulse oximeters, blood pressure monitors and telemetry units. Ongoing battery testing, together with research and development, has brought about mercury-free alkaline battery for professional applications. These batteries are packaged for professional uses.",3
1958,1958,macbook case 13 case,Thule 2015 Vectros 13 inch MacBook Air Bumper Laptop Case,"Thule knows protection, and the Thule Vectros MacBook Bumper is no exception. Engineered to protect your MacBook from drops up to 1 meter, this innovative snap on case is rugged, while still retaining the beautiful aesthetics of the MacBook you want to protect.

    Secure closure keeps device fastened shut even if bumped or dropped
    Easy, Snap-On installation with optional scratch shields for 360 Degree protection
    Beveled edges engineered to securely fit MacBook and offer enhanced grip
    Engineered, shock-absorbing ridges provide ultimate protection
    Protective bumper case for 13 MacBook Air",3
1959,1959,rice cooker,Supentown Stainless Steel 4-cup Rice Cooker,,4
1960,1960,storage drawers,Startech 3U Rack Mount Storage Drawer,"The locking 3U storage drawer offers an ""in-rack"" storage solution for 19in racks and cabinets, that makes it easy to secure server hardware and rack/cabinet accessories. The 3U storage drawer features heavy duty steel construction and a locking front door, allowing you to secure mission critical hardware and accessories as needed.",4
1961,1961,outdoor table cover,Outdoor Greatroom Company Table & LP Tank Cover w/ Granite Top,"Don't just hide that plain old propane tank when you can conceal it in a stylish side table like the Outdoor GreatRoom LP Tank Cover and Side Table with Granite Top . This side table perfectly complements the Outdoor GreatRoom Gas 42 in. Granite Chat Fire Table with a matching English granite surface of its own. A door at the front of the cover's aluminum body opens to a compartment large enough for a 20 lb. This is a well-made, sturdy product that keeps your patio decor clean and tasteful. Measures 21 diameter x 22H inches and weighs 58 lbs. total. About Outdoor GreatRoom Company With over 50 patents to its name, the Outdoor GreatRoom Company is one of the most innovative names in gas fireplaces and outdoor design, period. In fact, they want to change the way you think about your backyard or patio. It's about bringing the luxury and comfort of the living room outside to make an ''Outdoor Room.'' To make that beautiful concept a reality, Outdoor GreatRoom designs, manufactures, and sells pergo las, outdoor kitchens, grills, outdoor furniture, fireplaces, fire pits, lighting, and heating products. There's no better name in outdoor leisure than this fine Minnesotan company. Durable and attractive LP cover/side table Tile and stone construction Highly durable aluminum frame Makes hiding your propane tank easy Features an easy to open door Dimensions: 21 diameter. x 22H inches",2
1962,1962,tv,"Samsung 6350 Series UN40H6350 40 1080p HD LED LCD Internet TV""",,4
1963,1963,micro usb to hdmi,StarTech.com Passive 11 Pin Micro USB to HDMI MHL Cable - cellular phone audio/video cable - MHL / HDMI - 10 ft,"Connect your 11 pin Samsung MHL Smartphone or Tablet to an MHL-enabled HDTV display. The MHD11PMM3M 3m Passive 11-pin Micro USB to HDMI cable lets you connect your MHL-enabled Samsung smartphone (S3, S4, S5, Note 2, Note 3) or tablet (Galaxy Tab Pro 8.4 and 10.1) to your MHL-enabled HDTV display, monitor, or projector.
This durable cable offers a simple plug-and-play solution for viewing content (e.g. photos, audio and video) from your Samsung mobile device on a large display, and home entertainment system.
Delivering on both quality and convenience, this 11-pin MHL cable supports 1080p video resolution and 7.1 channel digital audio output while simultaneously charging your mobile device when in MHL mode and while connected to your MHL-enabled display.
As this is a passive cable, your mobile device as well as your HDTV display, monitor, or projector, etc. must be MHL-enabled. Please refer to your devices owner's manual and/or visit the MHL consortium website for a list of MHL Enabled Products. This product will not work with devices that have a 5 pin MHL connector, such as the Samsung S2.",4
1964,1964,decorative pillows,Madison Park Jaxson 3-piece Coverlet Set,"The Madison Park Jaxson Coverlet Collection allows for the perfect layering piece to current decor, yet is unique enough to stand alone on top of the bed. Made from polyester microfiber, this coverlet and sham are incredibly soft to the touch and feature pick stitching details within the quilting giving a distinct look to this collection.

With it's unique look and shape, Madison Park Jaxson can turn your regular old boring bed into luxurious and comfortable paradise.This product comes in three different colors: blue, tan and white, and is available for twin, full and king beds. The coverlet set is machine washable for quick and easy laundering.",2
1965,1965,drawer organizer,Drawer Organizer 32 Compartment,"Makes organizing simple and fun This easy-to-assemble insert can be trimmed with household scissors to fit almost any drawer in your home that needs tidying-up. The small compartments are perfect for tucking away underwear, ties, or hosiery. It#39;s also a great way to keep pairs of socks together. Plastic, 19 ½ L x 13 ¾ W x 2 ¾ H.",4
1966,1966,bluetooth speaker,Bose SoundLink Color Bluetooth Speaker - Assorted Colors,,4
1967,1967,16 gb memory card,Wintec FileMate 16GB Professional SDHC Flash Memory Card Class 10,"The Wintec FileMate 16GB Professional SDHC Flash Memory Card offers a great way to store and transport high-quality videos, photos, and games. It works well with large file types such as RAW files, which are used by professional photographers. For quality and reliability, this 16GB SDHC Memory Card makes an excellent choice. It's compatible with most SD-enabled digital cameras as well as high definition camcorders. Boasting a fast transfer rate, this 16 GB flash memory card makes a great choice for everyone from students to professionals.

Wintec FileMate 16GB Professional SDHC Flash Memory Card Class 10:
 
Capacity: 16GB
Helps you easily store and transport high-quality videos, photos, and games
Fast write speed
16GB SDHC Memory Card captures images with large file types
16 GB flash memory card is perfect for high definition camcorders or DSLR photography",4
1968,1968,flower bulbs,Hummingbird And Butterfly Shaker Bag 706,,1
1969,1969,storage ottoman,"Office Star Products Designs Metro Storage Ottoman with Tray and Seat Cushion, Cream, Faux Leather","Officially licensed logo decal. With a self-adhesive back, these decals are perfect for a variety of surfaces, including car windows or windows. Size 18"" x 18"", great for large areas. Made in the USA.",4
1970,1970,nike shoes,Nike Womens Lunar Duet Sport Blue/ White/ Thistle Golf Shoes,Nike 2014 Lady Lunar Duet Sport Golf Shoes has a clean design with high-performance features. The upper is made from protected canvas with contrasting details. The full-length Lunalon foam sockliner cushions and supports the foot to keep you comfortable while you walk the course. The spikeless sole has rubber traction lugs strategically placed to reduce pressure and enhance traction.,4
1971,1971,werewolf costume,Werewolf Foam Appliance Adult Halloween Prosthetic Accessory,"This adult deluxe werewolf makeup kit brings Hollywood to the Halloween market. Super soft foam latex makeup moves with your every expression. Kit comes with everything you need to look like a creature from the silver screen. Every kit contains: Easy to follow step by step instructions, translucent powder, spirit gum adhesive and remover, 8 color makeup tray, makeup applicator brush, 2 makeup sponges, 2 stipple sponges and a step by step instruction booklet. All this on a beautiful full color blister package. Note: makeup kits can not be returned. Availability: products generally ship in 1 to 2 business days, but during the holiday season, please allow extra shipping time.",3
